,土地區段位置/建物區段門牌
2343,臺北市萬華區長沙街二段61~90號
2348,臺北市內湖區星雲街210巷1~30號
2350,臺北市內湖區內湖路一段411巷62弄1~30號
2352,臺北市中山區農安街1~30號
2354,臺北市內湖區環山路一段136巷1~30號
2358,臺北市士林區天玉街38巷16弄1~30號
2364,臺北市大安區信義路四段31~60號
2365,臺北市大安區光復南路61~90號
2370,臺北市松山區慶城街61~90號
2372,臺北市信義區虎林街242巷61~90號
2373,臺北市南港區福德街331~360號
2374,臺北市中山區樂群二路271~300號
2375,臺北市內湖區康樂街125巷1~30號
2376,臺北市內湖區內湖路三段331~360號
2377,臺北市萬華區萬大路486巷1~30號
2378,臺北市萬華區萬大路486巷1~30號
2380,臺北市大同區環河北路二段61~90號
2381,臺北市中正區信義路二段91~120號
2384,臺北市大安區瑞安街241~270號
2390,臺北市北投區清江路25巷1~30號
2391,臺北市士林區忠誠路一段91~120號
2394,臺北市北投區泉源路31~60號
2395,臺北市北投區溫泉路銀光巷4弄1~30號
2396,臺北市北投區行義路1~30號
2406,臺北市信義區永吉路31~60號
2409,臺北市南港區東明街1~30號
2410,臺北市南港區同德路31~60號
2411,臺北市信義區紫雲街1~30號
2414,臺北市南港區向陽路162巷91~120號
2418,臺北市萬華區大理街1~30號
2421,臺北市萬華區大理街1~30號
2427,臺北市萬華區大理街1~30號
2441,臺北市中山區松江路69巷1~30號
2443,臺北市中山區松江路421~450號
2446,臺北市中山區松江路25巷1~30號
2449,臺北市中山區林森北路416巷1~30號
2465,臺北市萬華區大理街1~30號
2466,臺北市萬華區大理街1~30號
2469,臺北市大同區南京西路331~360號
2470,臺北市萬華區寶興街140巷17弄1~30號
2474,臺北市文山區羅斯福路五段241~270號
2477,臺北市中正區惠安街1~30號
2481,臺北市中正區水源路121~150號
2482,臺北市文山區木新路三段339巷1~30號
2485,臺北市文山區三福街9巷1~30號
2488,臺北市文山區辛亥路四段77巷92弄1~30號
2489,臺北市萬華區漢口街二段31~60號
2490,臺北市萬華區漢口街二段31~60號
2493,臺北市中正區信陽街1~30號
2494,臺北市大同區敦煌路80巷1~30號
2497,臺北市中山區建國北路一段121~150號
2500,臺北市中山區農安街31~60號
2501,臺北市中山區敬業三路162巷121~150號
2502,臺北市中山區中山北路二段59巷31~60號
2503,臺北市中山區松江路421~450號
2504,臺北市中山區松江路391~420號
2505,臺北市中山區松江路391~420號
2506,臺北市中山區松江路391~420號
2508,臺北市內湖區行善路59巷40弄31~60號
2509,臺北市中山區松江路391~420號
2510,臺北市內湖區成功路四段301~330號
2511,臺北市中山區松江路391~420號
2513,臺北市內湖區新富街61~90號
2514,臺北市中山區復興北路421~450號
2517,臺北市中山區松江路391~420號
2518,臺北市內湖區文德路101巷1弄1~30號
2519,臺北市內湖區東湖路113巷31~60號
2524,臺北市中山區新生北路二段31~60號
2528,臺北市中山區林森北路301~330號
2529,臺北市中山區民權東路一段31~60號
2532,臺北市中山區松江路194巷31~60號
2535,臺北市中山區松江路391~420號
2538,臺北市信義區永吉路120巷57弄1~30號
2541,臺北市信義區忠孝東路五段211~240號
2542,臺北市信義區松信路61~90號
2548,臺北市松山區光復南路32巷31~60號
2549,臺北市南港區研究院路三段1~30號
2565,臺北市北投區文林北路61~90號
2571,臺北市大安區和平東路三段212巷1~30號
2573,臺北市大安區瑞安街208巷31~60號
2578,臺北市中正區杭州南路一段71巷1~30號
2579,臺北市大同區迪化街二段211~240號
2580,臺北市內湖區民權東路六段121~150號
2600,臺北市大安區永康街4巷1~30號
2609,臺北市南港區研究院路二段182巷79弄1~30號
2610,臺北市信義區松平路121~150號
2611,臺北市信義區信安街91~120號
2614,臺北市內湖區行善路281巷1~30號
2616,臺北市萬華區長泰街282巷4弄1~30號
2617,臺北市中正區忠孝西路一段31~60號
2618,臺北市萬華區內江街121~150號
2619,臺北市文山區木新路三段61~90號
2622,臺北市大安區仁愛路四段408巷1~30號
2626,臺北市士林區雨農路1~30號
2627,臺北市北投區振興街1~30號
2632,臺北市北投區石牌路二段343巷1~30號
2633,臺北市士林區通河街1~30號
2636,臺北市士林區中正路707巷1~30號
2645,臺北市松山區八德路三段211~240號
2652,臺北市信義區吳興街31~60號
2654,臺北市松山區八德路四段751~780號
2658,臺北市松山區南京東路五段211~240號
2660,臺北市南港區研究院路一段2巷1~30號
2672,臺北市中山區民生西路45巷7弄1~30號
2673,臺北市中山區龍江路121~150號
2678,臺北市中山區錦州街1~30號
2679,臺北市中山區民生東路一段70巷1~30號
2680,臺北市中山區林森北路85巷31~60號
2682,臺北市中山區松江路69巷1~30號
2683,臺北市內湖區康樂街186巷1~30號
2686,臺北市中山區長安東路二段151~180號
2689,臺北市中山區敬業三路162巷151~180號
2690,臺北市中山區錦州街30巷1~30號
2694,臺北市內湖區金湖路347巷61~90號
2699,臺北市萬華區成都路121~150號
2700,臺北市萬華區成都路121~150號
2703,臺北市萬華區成都路121~150號
2705,臺北市萬華區成都路121~150號
2706,臺北市萬華區成都路121~150號
2708,臺北市萬華區成都路121~150號
2714,臺北市萬華區萬大路423巷31~60號
2715,臺北市中正區漢口街一段91~120號
2719,臺北市大同區重慶北路二段181~210號
2720,臺北市中正區羅斯福路二段8巷1~30號
2721,臺北市中正區羅斯福路二段8巷1~30號
2722,臺北市文山區木柵路二段109巷100弄31~60號
2728,臺北市中正區廈門街113巷1~30號
2729,臺北市中正區羅斯福路二段8巷1~30號
2735,臺北市文山區下崙路11巷1~30號
2738,臺北市文山區木柵路四段121~150號
2741,臺北市文山區興德路20巷31~60號
2745,臺北市大同區民生西路271~300號
2758,臺北市內湖區文德路22巷61~90號
2759,臺北市中山區長春路241~270號
2765,臺北市中山區松江路46巷1~30號
2766,臺北市內湖區東湖路113巷31~60號
2769,臺北市中山區北安路621巷6弄1~30號
2773,臺北市中山區龍江路384巷1~30號
2780,臺北市中山區南京東路一段31~60號
2781,臺北市中山區南京東路一段31~60號
2782,臺北市中山區南京東路一段31~60號
2783,臺北市中山區南京東路一段31~60號
2785,臺北市南港區舊莊街一段262巷2弄1~30號
2787,臺北市松山區南京東路五段291巷19弄1~30號
2790,臺北市松山區南京東路五段331~360號
2792,臺北市南港區經貿二路157巷31~60號
2797,臺北市士林區天玉街38巷19弄1~30號
2798,臺北市北投區石牌路一段166巷1~30號
2811,臺北市士林區通河街323巷61~90號
2827,臺北市文山區政大一街361~390號
2828,臺北市文山區辛亥路四段151~180號
2832,臺北市中正區延平南路61~90號
2836,臺北市中山區松江路1~30號
2838,臺北市中山區中山北路一段53巷1~30號
2841,臺北市中山區林森北路107巷31~60號
2842,臺北市中山區中山北路二段16巷1~30號
2845,臺北市內湖區內湖路一段323巷4弄1~30號
2846,臺北市松山區饒河街121~150號
2847,臺北市松山區民生東路五段181~210號
2848,臺北市信義區松德路269巷1~30號
2857,臺北市大安區復興南路二段1~30號
2859,臺北市士林區忠誠路一段31~60號
2863,臺北市北投區大屯路21巷1~30號
2864,臺北市士林區忠義街91巷1~30號
2865,臺北市松山區復興北路499巷5弄1~30號
2871,臺北市松山區民權東路三段106巷31~60號
2872,臺北市大安區信義路三段134巷61~90號
2873,臺北市中山區北安路630巷25弄1~30號
2874,臺北市中山區新生北路三段56巷1~30號
2876,臺北市內湖區內湖路二段253巷31~60號
2880,臺北市中山區雙城街13巷1~30號
2882,臺北市大同區重慶北路三段137巷6弄1~30號
2883,臺北市萬華區萬大路486巷1~30號
2885,臺北市萬華區長沙街二段121~150號
2889,臺北市中正區金門街35巷1~30號
2890,臺北市大安區和平東路二段18巷13弄1~30號
2893,臺北市大安區通化街140巷1~30號
2894,臺北市大安區樂業街108巷31~60號
2895,臺北市大安區忠孝東路四段211~240號
2897,臺北市大安區仁愛路四段1~30號
2902,臺北市大安區安和路二段61~90號
2910,臺北市北投區北投區知行路316巷22弄1~30號
2912,臺北市士林區中和街1~30號
2913,臺北市士林區劍潭路1~30號
2915,臺北市北投區承德路七段344巷1~30號
2918,臺北市士林區劍潭路1~30號
2919,臺北市士林區福林路251巷1~30號
2920,臺北市士林區天玉街38巷1~30號
2921,臺北市北投區懷德街75巷1~30號
2923,臺北市信義區和平東路三段391巷20弄61~90號
2931,臺北市信義區莊敬路178巷1~30號
2933,臺北市信義區和平東路三段391巷20弄61~90號
2938,臺北市松山區三民路43巷1~30號
2953,臺北市內湖區內湖路二段103巷61~90號
2964,臺北市中山區松江路391~420號
2970,臺北市中山區松江路421~450號
2971,臺北市中山區松江路391~420號
2972,臺北市中山區林森北路361~390號
2973,臺北市中山區民生東路一段31~60號
2974,臺北市中山區松江路391~420號
2975,臺北市中山區松江路391~420號
2976,臺北市中山區民族東路31~60號
2977,臺北市中山區雙城街28巷1~30號
2979,臺北市中山區撫順街1~30號
2980,臺北市內湖區新豐街151~180號
2981,臺北市內湖區民權東路六段211~240號
2982,臺北市中山區長春路91~120號
2983,臺北市內湖區金湖路347巷61~90號
2987,臺北市萬華區青年路68巷3弄1~30號
2990,臺北市大同區承德路三段211~240號
2992,臺北市中正區紹興北街1~30號
2995,臺北市萬華區富民路91巷1~30號
3006,臺北市文山區興隆路三段181巷61~90號
3010,臺北市文山區政大一街271~300號
3011,臺北市文山區木新路二段161巷12弄1~30號
3015,臺北市文山區光輝路61~90號
3016,臺北市文山區試院路1巷1~30號
3018,臺北市中正區廈門街113巷1~30號
3026,臺北市中正區和平西路一段151~180號
3027,臺北市文山區景興路108巷1~30號
3028,臺北市文山區溪口街107巷1弄1~30號
3029,臺北市文山區木新路二段211巷6弄1~30號
3032,臺北市萬華區和平西路三段309巷15弄1~30號
3033,臺北市中正區開封街一段31~60號
3034,臺北市大同區歸綏街160巷1~30號
3037,臺北市中正區杭州南路一段6巷1~30號
3038,臺北市大同區延平北路二段61~90號
3042,臺北市中山區龍江路76巷1~30號
3044,臺北市內湖區新富街31~60號
3048,臺北市中山區林森北路557巷1~30號
3049,臺北市中山區農安街241~270號
3051,臺北市中山區林森北路310巷31~60號
3053,臺北市中山區北安路578巷8弄1~30號
3056,臺北市中山區民生東路一段61~90號
3060,臺北市中山區錦州街4巷1~30號
3073,臺北市信義區信安街121~150號
3074,臺北市南港區向陽路162巷91~120號
3075,臺北市南港區研究院路一段101巷16弄1~30號
3078,臺北市信義區光復南路541~570號
3080,臺北市松山區南京東路五段31~60號
3081,臺北市南港區研究院路二段12巷1~30號
3083,臺北市松山區南京東路三段335巷1~30號
3085,臺北市松山區八德路三段158巷8弄1~30號
3086,臺北市松山區民權東路三段121~150號
3101,臺北市士林區格致路181~210號
3117,臺北市北投區西安街一段151~180號
3131,臺北市士林區忠誠路一段171巷1~30號
3139,臺北市大安區臥龍街58巷1~30號
3141,臺北市中正區汀州路一段181~210號
3144,臺北市大安區泰順街54巷1~30號
3146,臺北市中正區桃源街1~30號
3147,臺北市中正區忠孝西路一段31~60號
3149,臺北市中正區和平西路一段151~180號
3150,臺北市內湖區內湖路一段411巷9弄1~30號
3151,臺北市內湖區成功路五段45巷31~60號
3154,臺北市南港區舊莊街一段91巷1~30號
3159,臺北市北投區天母北路105巷15弄1~30號
3165,臺北市士林區後港街62巷1~30號
3166,臺北市士林區基河路181~210號
3170,臺北市信義區基隆路二段151~180號
3171,臺北市信義區松隆路121~150號
3177,臺北市內湖區行善路25巷1弄1~30號
3182,臺北市中正區杭州南路一段111巷31~60號
3189,臺北市文山區三福街9巷1~30號
3202,臺北市大安區浦城街13巷1~30號
3204,臺北市士林區中社路二段185巷2弄1~30號
3206,臺北市士林區德行東路211~240號
3209,臺北市士林區倫等街54巷1~30號
3210,臺北市士林區中山北路六段290巷23弄1~30號
3215,臺北市北投區行義路170巷27弄1~30號
3217,臺北市信義區松信路61~90號
3226,臺北市信義區忠孝東路五段236巷45弄1~30號
3227,臺北市信義區林口街80巷31~60號
3228,臺北市南港區中坡北路91~120號
3229,臺北市南港區園區街1~30號
3234,臺北市松山區光復南路32巷31~60號
3235,臺北市松山區光復南路32巷31~60號
3236,臺北市內湖區內湖路二段103巷61~90號
3238,臺北市中山區錦州街30巷1~30號
3240,臺北市中山區林森北路271~300號
3241,臺北市中山區中山北路二段93巷1~30號
3242,臺北市內湖區成功路五段450巷22弄1~30號
3268,臺北市內湖區新富街61~90號
3274,臺北市內湖區文德路210巷30弄1~30號
3275,臺北市中山區雙城街49巷1~30號
3277,臺北市內湖區瑞光路253巷1~30號
3279,臺北市內湖區民權東路六段245巷1~30號
3283,臺北市中山區松江路362巷31~60號
3284,臺北市內湖區康樂街136巷3弄1~30號
3286,臺北市內湖區成功路三段76巷1~30號
3287,臺北市內湖區內湖路一段661~690號
3288,臺北市大同區五原路1~30號
3290,臺北市大同區五原路1~30號
3292,臺北市中正區銅山街1~30號
